user_id,amount,merchant,timestamp,velocity_flag,velocity_count,amount_flag,user_avg_amount,rule_flag,ml_flag,risk_score,final_flag,reason
user_002,184.93,BigBasket,2026-08-27 20:25:16,False,1,False,964.9,False,False,20.7,False,normal
user_002,634.82,BigBasket,2026-08-27 20:50:00,False,1,False,964.9,False,False,5.7,False,normal
user_002,450.25,Zomato,2026-08-27 21:05:40,False,1,False,964.9,False,False,7.8,False,normal
user_002,810.77,Swiggy,2026-08-27 22:12:56,False,1,False,964.9,False,False,14.7,False,normal
user_002,1558.24,Flipkart,2026-08-27 23:30:27,False,1,False,964.9,False,False,37.6,False,normal
user_002,908.93,Netflix,2026-08-28 00:32:03,False,1,False,964.9,False,False,10.9,False,normal
user_002,1040.62,Amazon,2026-08-28 02:15:40,False,1,False,964.9,False,False,33.0,False,normal
user_002,389.38,Zomato,2026-08-28 02:35:18,False,1,False,964.9,False,False,4.7,False,normal
user_002,208.55,Zomato,2026-08-28 03:10:10,False,1,False,964.9,False,False,16.5,False,normal
user_002,1372.21,Ola,2026-08-28 05:26:24,False,1,False,964.9,False,False,48.3,False,normal
user_002,146.82,Uber,2026-08-28 05:57:50,False,1,False,964.9,False,False,21.8,False,normal
user_002,70.89,Uber,2026-08-28 05:58:49,False,2,False,964.9,False,False,32.9,False,normal
user_002,58.36,BookMyShow,2026-08-28 06:44:25,False,1,False,964.9,False,False,37.1,False,normal
user_002,1365.07,Amazon,2026-08-28 07:49:01,False,1,False,964.9,False,False,25.2,False,normal
user_002,964.9,BigBasket,2026-08-28 07:50:03,False,1,False,964.9,False,False,12.8,False,normal
user_003,639.61,BigBasket,2026-08-27 10:50:26,False,1,False,734.34,False,False,43.0,False,normal
user_003,514.41,BigBasket,2026-08-27 10:50:37,False,2,False,734.34,False,False,10.3,False,normal
user_003,1275.98,BookMyShow,2026-08-27 11:02:35,False,1,False,734.34,False,False,10.6,False,normal
user_003,722.58,Zomato,2026-08-27 11:26:52,False,1,False,734.34,False,False,1.5,False,normal
user_003,1783.96,Ola,2026-08-27 11:29:28,False,1,False,734.34,False,False,31.9,False,normal
user_003,533.69,Uber,2026-08-27 11:52:38,False,1,False,734.34,False,False,1.8,False,normal
user_003,456.48,BigBasket,2026-08-27 12:12:22,False,1,False,734.34,False,False,3.6,False,normal
user_003,243.72,BookMyShow,2026-08-27 12:45:29,False,1,False,734.34,False,False,7.5,False,normal
user_003,658.79,Amazon,2026-08-27 13:59:21,False,1,False,734.34,False,False,11.9,False,normal
user_003,887.03,Myntra,2026-08-27 16:15:37,False,1,False,734.34,False,False,39.0,False,normal
user_003,628.96,BookMyShow,2026-08-27 16:54:37,False,1,False,734.34,False,False,4.4,False,normal
user_003,484.14,Ola,2026-08-27 17:03:22,False,1,False,734.34,False,False,3.4,False,normal
user_003,1261.85,BigBasket,2026-08-27 17:05:54,False,1,False,734.34,False,False,17.2,False,normal
user_003,1171.3,Uber,2026-08-27 17:11:10,False,1,False,734.34,False,False,10.3,False,normal
user_003,941.58,Amazon,2026-08-27 17:54:13,False,1,False,734.34,False,False,5.0,False,normal
user_003,1068.33,BigBasket,2026-08-27 18:34:07,False,1,False,734.34,False,False,8.7,False,normal
user_003,317.97,Flipkart,2026-08-27 19:25:01,False,1,False,734.34,False,False,7.1,False,normal
user_003,214.07,Flipkart,2026-08-27 19:32:10,False,1,False,734.34,False,False,11.8,False,normal
user_003,1453.68,Amazon,2026-08-27 20:04:53,False,1,False,734.34,False,False,14.4,False,normal
user_003,1028.44,Zomato,2026-08-27 20:44:47,False,1,False,734.34,False,False,7.3,False,normal
user_003,1082.33,BookMyShow,2026-08-27 20:50:24,False,1,False,734.34,False,False,9.3,False,normal
user_003,374.42,Flipkart,2026-08-27 20:56:04,False,1,False,734.34,False,False,7.6,False,normal
user_003,415.48,Netflix,2026-08-27 21:04:09,False,1,False,734.34,False,False,5.5,False,normal
user_003,2718.61,Amazon,2026-08-27 21:08:39,False,1,False,734.34,False,True,67.9,True,ML anomaly pattern
user_003,911.64,Myntra,2026-08-27 21:38:39,False,1,False,734.34,False,False,1.9,False,normal
user_003,946.16,Uber,2026-08-27 22:06:54,False,1,False,734.34,False,False,3.6,False,normal
user_003,517.72,BigBasket,2026-08-27 22:15:07,False,1,False,734.34,False,False,2.7,False,normal
user_003,12.94,BookMyShow,2026-08-27 22:53:07,False,1,False,734.34,False,False,45.8,False,normal
user_003,1032.43,Flipkart,2026-08-27 23:23:27,False,1,False,734.34,False,False,5.4,False,normal
user_003,536.23,Uber,2026-08-27 23:53:11,False,1,False,734.34,False,False,3.1,False,normal
user_003,1216.36,Uber,2026-08-28 01:00:37,False,1,False,734.34,False,False,23.1,False,normal
user_003,269.84,Zomato,2026-08-28 02:07:49,False,1,False,734.34,False,False,16.1,False,normal
user_003,541.4,BookMyShow,2026-08-28 02:13:13,False,1,False,734.34,False,False,3.4,False,normal
user_003,440.47,Zomato,2026-08-28 02:55:42,False,1,False,734.34,False,False,6.1,False,normal
user_003,2149.82,Zomato,2026-08-28 03:17:16,False,1,False,734.34,False,False,39.3,False,normal
user_003,746.1,Myntra,2026-08-28 03:19:32,False,1,False,734.34,False,False,7.0,False,normal
user_003,1155.77,BookMyShow,2026-08-28 04:32:53,False,1,False,734.34,False,False,23.0,False,normal
user_003,1895.41,BookMyShow,2026-08-28 04:52:47,False,1,False,734.34,False,False,27.1,False,normal
user_003,839.9,Amazon,2026-08-28 05:51:07,False,1,False,734.34,False,False,6.4,False,normal
user_003,690.48,BookMyShow,2026-08-28 06:12:30,False,1,False,734.34,False,False,0.8,False,normal
user_003,1722.26,Swiggy,2026-08-28 06:43:13,False,1,False,734.34,False,False,22.2,False,normal
user_003,446.98,BookMyShow,2026-08-28 07:30:06,False,1,False,734.34,False,False,7.0,False,normal
user_003,926.59,Uber,2026-08-28 08:43:17,False,1,False,734.34,False,False,14.3,False,normal
user_003,206.99,Myntra,2026-08-28 08:52:24,False,1,False,734.34,False,False,13.0,False,normal
user_004,832.09,Myntra,2026-08-27 09:32:14,False,1,False,560.755,False,False,46.8,False,normal
user_004,374.35,Myntra,2026-08-27 10:13:53,False,1,False,560.755,False,False,7.3,False,normal
user_004,903.35,BookMyShow,2026-08-27 11:04:52,False,1,False,560.755,False,False,10.5,False,normal
user_004,385.29,BookMyShow,2026-08-27 11:23:59,False,1,False,560.755,False,False,2.6,False,normal
user_004,627.64,Myntra,2026-08-27 11:55:00,False,1,False,560.755,False,False,3.5,False,normal
user_004,133.4,Flipkart,2026-08-27 12:08:20,False,1,False,560.755,False,False,15.6,False,normal
user_004,401.53,BigBasket,2026-08-27 13:48:14,False,1,False,560.755,False,False,22.6,False,normal
user_004,475.14,Amazon,2026-08-27 14:22:40,False,1,False,560.755,False,False,3.6,False,normal
user_004,635.28,Swiggy,2026-08-27 15:21:38,False,1,False,560.755,False,False,6.5,False,normal
user_004,1503.49,Uber,2026-08-27 16:25:38,False,1,False,560.755,False,False,39.3,False,normal
user_004,150.14,Myntra,2026-08-27 17:06:30,False,1,False,560.755,False,False,19.8,False,normal
user_004,249.74,BookMyShow,2026-08-27 17:52:05,False,1,False,560.755,False,False,11.2,False,normal
user_004,302.38,Myntra,2026-08-27 18:04:22,False,1,False,560.755,False,False,3.5,False,normal
user_004,403.27,Uber,2026-08-27 18:28:20,False,1,False,560.755,False,False,2.3,False,normal
user_004,483.48,Swiggy,2026-08-27 18:54:25,False,1,False,560.755,False,False,2.7,False,normal
user_004,1094.21,Swiggy,2026-08-27 19:11:10,False,1,False,560.755,False,False,11.5,False,normal
user_004,573.7,Zomato,2026-08-27 19:11:17,False,2,False,560.755,False,False,14.0,False,normal
user_004,281.62,BookMyShow,2026-08-27 19:27:07,False,1,False,560.755,False,False,7.4,False,normal
user_004,209.64,Ola,2026-08-27 21:46:22,False,1,False,560.755,False,False,49.8,False,normal
user_004,192.79,Uber,2026-08-27 22:59:11,False,1,False,560.755,False,False,24.0,False,normal
user_004,935.6,Ola,2026-08-27 23:42:45,False,1,False,560.755,False,False,8.8,False,normal
user_004,702.32,Myntra,2026-08-28 00:01:30,False,1,False,560.755,False,False,4.3,False,normal
user_004,1260.64,Flipkart,2026-08-28 00:17:07,False,1,False,560.755,False,False,16.9,False,normal
user_004,773.41,Zomato,2026-08-28 00:19:36,False,1,False,560.755,False,False,9.7,False,normal
user_004,147.39,Netflix,2026-08-28 00:57:18,False,1,False,560.755,False,False,18.7,False,normal
user_004,1035.6,Amazon,2026-08-28 01:27:31,False,1,False,560.755,False,False,11.1,False,normal
user_004,1213.26,Myntra,2026-08-28 01:47:38,False,1,False,560.755,False,False,14.1,False,normal
user_004,1772.74,Swiggy,2026-08-28 02:11:15,False,1,False,560.755,False,False,34.1,False,normal
user_004,547.81,Ola,2026-08-28 02:21:33,False,1,False,560.755,False,False,4.4,False,normal
user_004,746.42,Uber,2026-08-28 03:01:06,False,1,False,560.755,False,False,6.9,False,normal
user_004,396.35,Netflix,2026-08-28 03:26:42,False,1,False,560.755,False,False,2.6,False,normal
user_004,448.71,BigBasket,2026-08-28 04:16:33,False,1,False,560.755,False,False,6.3,False,normal
user_004,1298.16,Ola,2026-08-28 04:44:26,False,1,False,560.755,False,False,16.6,False,normal
user_004,1287.06,Ola,2026-08-28 05:27:18,False,1,False,560.755,False,False,21.0,False,normal
user_004,911.66,BigBasket,2026-08-28 05:38:22,False,1,False,560.755,False,False,8.1,False,normal
user_004,367.71,Ola,2026-08-28 06:07:42,False,1,False,560.755,False,False,5.3,False,normal
user_004,527.04,Myntra,2026-08-28 06:32:30,False,1,False,560.755,False,False,3.4,False,normal
user_004,116.55,Flipkart,2026-08-28 06:54:21,False,1,False,560.755,False,False,20.2,False,normal
user_004,883.5,Swiggy,2026-08-28 08:44:58,False,1,False,560.755,False,False,32.2,False,normal
user_004,1834.37,Swiggy,2026-08-28 08:47:44,False,1,False,560.755,False,False,46.3,False,normal
user_005,1053.8,Zomato,2026-08-27 09:05:50,False,1,False,651.8,False,False,49.5,False,normal
user_005,968.82,Amazon,2026-08-27 09:13:56,False,1,False,651.8,False,False,7.6,False,normal
user_005,401.31,Swiggy,2026-08-27 09:40:41,False,1,False,651.8,False,False,3.3,False,normal
user_005,789.28,Zomato,2026-08-27 09:51:53,False,1,False,651.8,False,False,3.1,False,normal
user_005,1638.68,Amazon,2026-08-27 10:07:47,False,1,False,651.8,False,False,22.0,False,normal
user_005,1053.42,Uber,2026-08-27 10:37:36,False,1,False,651.8,False,False,8.2,False,normal
user_005,542.39,Uber,2026-08-27 12:40:56,False,1,False,651.8,False,False,29.2,False,normal
user_005,862.81,Flipkart,2026-08-27 13:57:20,False,1,False,651.8,False,False,17.2,False,normal
user_005,313.76,Myntra,2026-08-27 14:48:09,False,1,False,651.8,False,False,7.3,False,normal
user_005,1081.56,Uber,2026-08-27 14:54:52,False,1,False,651.8,False,False,10.0,False,normal
user_005,1050.43,BigBasket,2026-08-27 15:17:10,False,1,False,651.8,False,False,6.6,False,normal
user_005,646.45,Myntra,2026-08-27 16:32:32,False,1,False,651.8,False,False,13.4,False,normal
user_005,363.32,Ola,2026-08-27 17:17:17,False,1,False,651.8,False,False,5.3,False,normal
user_005,274.82,Myntra,2026-08-27 17:39:55,False,1,False,651.8,False,False,4.5,False,normal
user_005,232.62,BookMyShow,2026-08-27 17:46:44,False,1,False,651.8,False,False,11.4,False,normal
user_005,1908.14,BigBasket,2026-08-27 20:40:26,False,1,False,651.8,False,True,71.2,True,ML anomaly pattern
user_005,173.16,Amazon,2026-08-27 21:01:49,False,1,False,651.8,False,False,12.0,False,normal
user_005,849.66,BigBasket,2026-08-27 21:34:53,False,1,False,651.8,False,False,1.5,False,normal
user_005,271.5,Uber,2026-08-27 22:27:02,False,1,False,651.8,False,False,8.5,False,normal
user_005,1845.02,Netflix,2026-08-27 22:53:39,False,1,False,651.8,False,False,31.1,False,normal
user_005,673.4,Flipkart,2026-08-27 23:42:03,False,1,False,651.8,False,False,2.7,False,normal
user_005,657.15,Netflix,2026-08-27 23:50:24,False,1,False,651.8,False,False,3.5,False,normal
user_005,556.42,Amazon,2026-08-28 00:25:34,False,1,False,651.8,False,False,1.6,False,normal
user_005,58.51,Zomato,2026-08-28 00:49:33,False,1,False,651.8,False,False,27.7,False,normal
user_005,1001.69,Netflix,2026-08-28 02:54:14,False,1,False,651.8,False,False,37.8,False,normal
user_005,2431.13,Swiggy,2026-08-28 03:11:53,False,1,False,651.8,False,False,54.5,False,normal
user_005,589.66,BookMyShow,2026-08-28 04:07:44,False,1,False,651.8,False,False,3.8,False,normal
user_005,797.49,Uber,2026-08-28 04:46:16,False,1,False,651.8,False,False,3.7,False,normal
user_005,934.94,Uber,2026-08-28 05:59:42,False,1,False,651.8,False,False,16.5,False,normal
user_005,458.93,Zomato,2026-08-28 06:36:54,False,1,False,651.8,False,False,5.1,False,normal
user_005,134.41,BookMyShow,2026-08-28 07:02:00,False,1,False,651.8,False,False,18.7,False,normal
user_005,642.33,Swiggy,2026-08-28 07:23:30,False,1,False,651.8,False,False,0.4,False,normal
user_005,383.96,Ola,2026-08-28 07:55:02,False,1,False,651.8,False,False,4.1,False,normal
user_005,522.95,Ola,2026-08-28 08:07:07,False,1,False,651.8,False,False,1.3,False,normal
user_006,2130.16,BigBasket,2026-08-27 09:42:20,False,1,False,576.47,False,True,77.5,True,ML anomaly pattern
user_006,397.85,Netflix,2026-08-27 10:15:51,False,1,False,576.47,False,False,4.1,False,normal
user_006,773.16,Ola,2026-08-27 10:22:28,False,1,False,576.47,False,False,5.4,False,normal
user_006,507.66,Swiggy,2026-08-27 10:58:33,False,1,False,576.47,False,False,2.4,False,normal
user_006,555.96,Zomato,2026-08-27 11:02:25,False,1,False,576.47,False,False,5.3,False,normal
user_006,586.8,BigBasket,2026-08-27 11:31:11,False,1,False,576.47,False,False,3.0,False,normal
user_006,579.48,Myntra,2026-08-27 11:43:56,False,1,False,576.47,False,False,3.4,False,normal
user_006,329.49,Uber,2026-08-27 11:52:37,False,1,False,576.47,False,False,6.1,False,normal
user_006,420.23,Swiggy,2026-08-27 12:23:39,False,1,False,576.47,False,False,3.1,False,normal
user_006,423.21,Netflix,2026-08-27 12:31:16,False,1,False,576.47,False,False,3.1,False,normal
user_006,189.12,Flipkart,2026-08-27 12:40:38,False,1,False,576.47,False,False,13.9,False,normal
user_006,323.05,Flipkart,2026-08-27 13:18:45,False,1,False,576.47,False,False,4.7,False,normal
user_006,576.47,BookMyShow,2026-08-27 13:27:39,False,1,False,576.47,False,False,4.9,False,normal
user_006,430.36,Netflix,2026-08-27 13:56:26,False,1,False,576.47,False,False,2.8,False,normal
user_006,273.74,Swiggy,2026-08-27 14:05:51,False,1,False,576.47,False,False,8.0,False,normal
user_006,373.55,Flipkart,2026-08-27 15:03:18,False,1,False,576.47,False,False,8.5,False,normal
user_006,381.25,Swiggy,2026-08-27 15:05:40,False,1,False,576.47,False,False,7.8,False,normal
user_006,850.72,Netflix,2026-08-27 16:21:05,False,1,False,576.47,False,False,20.2,False,normal
user_006,1264.85,Amazon,2026-08-27 17:25:39,False,1,False,576.47,False,False,29.6,False,normal
user_006,1037.89,BookMyShow,2026-08-27 18:06:59,False,1,False,576.47,False,False,13.5,False,normal
user_006,797.74,Amazon,2026-08-27 18:19:04,False,1,False,576.47,False,False,4.0,False,normal
user_006,551.7,Netflix,2026-08-27 19:04:25,False,1,False,576.47,False,False,4.0,False,normal
user_006,659.72,Myntra,2026-08-27 19:40:27,False,1,False,576.47,False,False,2.0,False,normal
user_006,369.22,Ola,2026-08-27 19:45:15,False,1,False,576.47,False,False,8.2,False,normal
user_006,519.4,Amazon,2026-08-27 20:13:25,False,1,False,576.47,False,False,2.2,False,normal
user_006,97.61,Netflix,2026-08-27 20:15:49,False,1,False,576.47,False,False,25.2,False,normal
user_006,1181.18,Flipkart,2026-08-27 20:18:07,False,1,False,576.47,False,False,19.9,False,normal
user_006,399.96,Netflix,2026-08-27 22:14:52,False,1,False,576.47,False,False,26.6,False,normal
user_006,874.89,BookMyShow,2026-08-27 23:46:58,False,1,False,576.47,False,False,27.2,False,normal
user_006,614.17,BigBasket,2026-08-28 00:47:53,False,1,False,576.47,False,False,7.4,False,normal
user_006,1092.18,Uber,2026-08-28 00:56:07,False,1,False,576.47,False,False,13.6,False,normal
user_006,2064.51,Myntra,2026-08-28 01:13:10,False,1,False,576.47,False,False,46.7,False,normal
user_006,2190.23,Myntra,2026-08-28 01:15:56,False,1,False,576.47,False,False,55.8,False,normal
user_006,425.22,BigBasket,2026-08-28 01:16:38,False,2,False,576.47,False,False,9.9,False,normal
user_006,72.33,Flipkart,2026-08-28 01:21:17,False,1,False,576.47,False,False,25.6,False,normal
user_006,1608.24,Myntra,2026-08-28 01:37:46,False,1,False,576.47,False,False,25.4,False,normal
user_006,216.78,Netflix,2026-08-28 03:24:09,False,1,False,576.47,False,False,32.3,False,normal
user_006,412.13,Netflix,2026-08-28 03:30:48,False,1,False,576.47,False,False,4.3,False,normal
user_006,649.9,BookMyShow,2026-08-28 04:25:42,False,1,False,576.47,False,False,6.3,False,normal
user_006,1108.53,Flipkart,2026-08-28 05:08:54,False,1,False,576.47,False,False,13.1,False,normal
user_006,677.73,BookMyShow,2026-08-28 05:10:42,False,1,False,576.47,False,False,9.8,False,normal
user_006,875.01,Netflix,2026-08-28 05:15:23,False,1,False,576.47,False,False,10.1,False,normal
user_006,812.2,BookMyShow,2026-08-28 06:37:40,False,1,False,576.47,False,False,20.4,False,normal
user_006,363.68,Ola,2026-08-28 06:46:26,False,1,False,576.47,False,False,6.9,False,normal
user_006,270.95,BookMyShow,2026-08-28 07:08:50,False,1,False,576.47,False,False,5.4,False,normal
user_006,616.91,BigBasket,2026-08-28 07:20:55,False,1,False,576.47,False,False,3.3,False,normal
user_006,428.25,Ola,2026-08-28 07:32:22,False,1,False,576.47,False,False,2.7,False,normal
user_006,686.45,Uber,2026-08-28 07:45:31,False,1,False,576.47,False,False,4.0,False,normal
user_006,1501.62,BookMyShow,2026-08-28 08:37:34,False,1,False,576.47,False,False,31.6,False,normal
user_007,599.7,BigBasket,2026-08-27 09:35:34,False,1,False,230.84,False,True,66.1,True,ML anomaly pattern
user_007,703.5,Myntra,2026-08-27 10:32:57,False,1,False,230.84,False,False,47.2,False,normal
user_007,560.01,Zomato,2026-08-27 11:11:09,False,1,False,230.84,False,False,30.4,False,normal
user_007,230.84,Myntra,2026-08-27 11:38:07,False,1,False,230.84,False,False,17.7,False,normal
user_007,271.67,BookMyShow,2026-08-27 12:04:13,False,1,False,230.84,False,False,13.6,False,normal
user_007,727.85,Zomato,2026-08-27 12:10:42,False,1,False,230.84,False,False,43.7,False,normal
user_007,906.91,Zomato,2026-08-27 13:25:19,False,1,False,230.84,False,False,62.2,False,normal
user_007,1237.53,Myntra,2026-08-27 13:51:39,False,1,True,230.84,True,False,61.8,True,unusually high amount
user_007,28.43,Swiggy,2026-08-27 14:00:00,False,1,False,230.84,False,False,28.5,False,normal
user_007,30.85,Flipkart,2026-08-27 14:00:04,False,2,False,230.84,False,False,31.9,False,normal
user_007,28.91,Uber,2026-08-27 14:00:08,False,3,False,230.84,False,False,31.9,False,normal
user_007,47.45,Zomato,2026-08-27 14:00:12,False,4,False,230.84,False,False,30.8,False,normal
user_007,35.17,Amazon,2026-08-27 14:00:16,True,5,False,230.84,True,False,31.2,True,rapid transactions
user_007,39.79,Myntra,2026-08-27 14:00:20,True,6,False,230.84,True,False,31.1,True,rapid transactions
user_007,30.84,Uber,2026-08-27 14:00:24,True,7,False,230.84,True,False,31.9,True,rapid transactions
user_007,29.25,Uber,2026-08-27 14:00:28,True,8,False,230.84,True,False,31.9,True,rapid transactions
user_007,17.95,Amazon,2026-08-27 14:00:32,True,9,False,230.84,True,False,39.4,True,rapid transactions
user_007,44.55,Flipkart,2026-08-27 14:00:36,True,10,False,230.84,True,False,30.5,True,rapid transactions
user_007,48.93,Flipkart,2026-08-27 14:00:40,True,11,False,230.84,True,False,30.4,True,rapid transactions
user_007,35.32,BookMyShow,2026-08-27 14:00:44,True,12,False,230.84,True,False,31.3,True,rapid transactions
user_007,10.6,Uber,2026-08-27 14:00:48,True,13,False,230.84,True,False,44.0,True,rapid transactions
user_007,33.39,Netflix,2026-08-27 14:00:52,True,14,False,230.84,True,False,31.2,True,rapid transactions
user_007,41.57,Amazon,2026-08-27 14:00:56,True,15,False,230.84,True,False,30.9,True,rapid transactions
user_007,48.75,Ola,2026-08-27 14:01:00,True,16,False,230.84,True,False,30.4,True,rapid transactions
user_007,41.34,BigBasket,2026-08-27 14:01:04,True,16,False,230.84,True,False,30.8,True,rapid transactions
user_007,37.54,Zomato,2026-08-27 14:01:08,True,16,False,230.84,True,False,31.9,True,rapid transactions
user_007,24.86,Swiggy,2026-08-27 14:01:12,True,16,False,230.84,True,False,35.4,True,rapid transactions
user_007,19.95,BigBasket,2026-08-27 14:01:16,True,16,False,230.84,True,False,37.4,True,rapid transactions
user_007,13.66,Ola,2026-08-27 14:01:20,True,16,False,230.84,True,False,42.5,True,rapid transactions
user_007,23.54,Amazon,2026-08-27 14:01:24,True,16,False,230.84,True,False,35.4,True,rapid transactions
user_007,12.39,Zomato,2026-08-27 14:01:28,True,16,False,230.84,True,False,44.0,True,rapid transactions
user_007,38.05,Swiggy,2026-08-27 14:01:32,True,16,False,230.84,True,False,32.2,True,rapid transactions
user_007,15.03,Flipkart,2026-08-27 14:01:36,True,16,False,230.84,True,False,41.3,True,rapid transactions
user_007,502.09,BookMyShow,2026-08-27 14:19:02,False,1,False,230.84,False,False,25.0,False,normal
