user_id,amount,merchant,timestamp
user_049,1154.09,Myntra,2026-08-27 10:10:34
user_025,920.98,Ola,2026-08-27 10:10:44
user_026,535.99,Ola,2026-08-27 10:10:44
user_031,383.53,Uber,2026-08-27 10:11:18
user_029,601.05,Swiggy,2026-08-27 10:12:59
user_004,374.35,Myntra,2026-08-27 10:13:53
user_029,920.35,Zomato,2026-08-27 10:15:41
user_006,397.85,Netflix,2026-08-27 10:15:51
user_026,360.41,Netflix,2026-08-27 10:18:16
user_040,592.66,Zomato,2026-08-27 10:18:46
user_027,564.45,Zomato,2026-08-27 10:19:23
user_046,524.51,BigBasket,2026-08-27 10:20:47
user_048,1954.25,Uber,2026-08-27 10:21:50
user_030,911.39,BigBasket,2026-08-27 10:22:09
user_006,773.16,Ola,2026-08-27 10:22:28
user_030,1462.21,BookMyShow,2026-08-27 10:22:45
user_033,531.79,Zomato,2026-08-27 10:25:30
user_009,824.19,Myntra,2026-08-27 10:25:36
user_038,1044.77,Ola,2026-08-27 10:26:49
user_017,204.69,Flipkart,2026-08-27 10:27:00
user_026,890.15,Myntra,2026-08-27 10:27:56
user_008,1120.97,Netflix,2026-08-27 10:28:46
user_008,2046.02,Ola,2026-08-27 10:29:43
user_022,1103.26,Ola,2026-08-27 10:29:59
user_024,335.48,Myntra,2026-08-27 10:30:53
user_001,918.1,Myntra,2026-08-27 10:32:19
user_007,703.5,Myntra,2026-08-27 10:32:57
user_025,1416.02,BigBasket,2026-08-27 10:35:06
user_047,1393.24,BigBasket,2026-08-27 10:35:26
user_019,1659.3,Flipkart,2026-08-27 10:35:41
user_042,331.1,Ola,2026-08-27 10:36:46
user_013,703.37,Uber,2026-08-27 10:36:57
user_005,1053.42,Uber,2026-08-27 10:37:36
user_002,1292.79,Swiggy,2026-08-27 10:39:18
user_049,428.98,Ola,2026-08-27 10:39:25
user_011,875.11,Swiggy,2026-08-27 10:39:52
user_015,1129.54,Myntra,2026-08-27 10:40:19
user_022,33.85,Amazon,2026-08-27 10:40:21
user_031,969.96,BigBasket,2026-08-27 10:41:26
user_049,2012.78,Netflix,2026-08-27 10:41:34
user_031,293.3,Uber,2026-08-27 10:41:42
user_032,871.39,Swiggy,2026-08-27 10:42:55
user_038,562.41,BookMyShow,2026-08-27 10:46:17
user_001,423.01,Ola,2026-08-27 10:47:08
user_045,1345.43,Flipkart,2026-08-27 10:47:40
user_002,1533.52,Zomato,2026-08-27 10:48:25
user_016,941.32,Swiggy,2026-08-27 10:48:25
user_002,49.34,Netflix,2026-08-27 10:48:27
user_030,859.18,Zomato,2026-08-27 10:49:50
user_003,639.61,BigBasket,2026-08-27 10:50:26
user_003,514.41,BigBasket,2026-08-27 10:50:37
user_016,1122.72,Flipkart,2026-08-27 10:50:53
user_032,341.92,Uber,2026-08-27 10:50:58
user_022,1268.43,Zomato,2026-08-27 10:52:14
user_023,485.83,Netflix,2026-08-27 10:52:23
user_047,285.08,Flipkart,2026-08-27 10:52:35
user_048,1480.03,Myntra,2026-08-27 10:53:46
user_009,1149.85,Uber,2026-08-27 10:53:59
user_041,196.19,Flipkart,2026-08-27 10:54:40
user_039,745.34,Swiggy,2026-08-27 10:54:55
user_025,573.05,Zomato,2026-08-27 10:55:55
user_028,632.57,Zomato,2026-08-27 10:56:59
user_033,1602.31,BookMyShow,2026-08-27 10:57:18
user_020,864.02,Netflix,2026-08-27 10:58:06
user_027,513.8,BigBasket,2026-08-27 10:58:20
user_006,507.66,Swiggy,2026-08-27 10:58:33
user_032,210.03,Zomato,2026-08-27 10:59:04
user_018,1233.45,Amazon,2026-08-27 10:59:06
user_036,1843.23,Ola,2026-08-27 10:59:12
user_040,573.27,Ola,2026-08-27 11:00:12
user_028,907.3,Myntra,2026-08-27 11:01:03
user_037,275.59,Zomato,2026-08-27 11:02:08
user_044,486.93,BookMyShow,2026-08-27 11:02:11
user_006,555.96,Zomato,2026-08-27 11:02:25
user_003,1275.98,BookMyShow,2026-08-27 11:02:35
user_036,1287.66,BigBasket,2026-08-27 11:02:35
user_004,903.35,BookMyShow,2026-08-27 11:04:52
user_046,943.38,Ola,2026-08-27 11:05:31
user_020,170.34,Flipkart,2026-08-27 11:06:32
user_014,829.75,Netflix,2026-08-27 11:08:05
user_049,944.15,Netflix,2026-08-27 11:09:30
user_010,567.22,Swiggy,2026-08-27 11:10:16
user_030,616.89,Swiggy,2026-08-27 11:10:52
user_009,1827.63,Myntra,2026-08-27 11:11:01
user_007,560.01,Zomato,2026-08-27 11:11:09
user_037,1134.83,Ola,2026-08-27 11:11:34
user_030,1077.79,BookMyShow,2026-08-27 11:12:03
user_035,1034.29,BookMyShow,2026-08-27 11:12:16
user_044,1181.18,Swiggy,2026-08-27 11:12:24
user_042,462.06,Amazon,2026-08-27 11:12:52
user_018,85.52,Ola,2026-08-27 11:14:39
user_037,742.1,Swiggy,2026-08-27 11:14:54
user_024,327.12,Flipkart,2026-08-27 11:15:42
user_038,774.77,Ola,2026-08-27 11:16:03
user_014,806.47,Uber,2026-08-27 11:16:40
user_012,212.44,Zomato,2026-08-27 11:17:50
user_001,619.6,Ola,2026-08-27 11:18:08
user_043,185.2,BookMyShow,2026-08-27 11:18:20
user_029,1181.66,Amazon,2026-08-27 11:18:21
user_034,814.3,Swiggy,2026-08-27 11:18:50
user_016,572.18,Flipkart,2026-08-27 11:19:52
user_028,639.22,Swiggy,2026-08-27 11:19:59
user_040,267.95,Swiggy,2026-08-27 11:23:37
user_004,385.29,BookMyShow,2026-08-27 11:23:59
user_026,1035.05,Uber,2026-08-27 11:24:35
user_017,316.57,BookMyShow,2026-08-27 11:26:23
user_010,413.23,BigBasket,2026-08-27 11:26:39
user_003,722.58,Zomato,2026-08-27 11:26:52
user_034,956.79,BookMyShow,2026-08-27 11:27:50
user_044,1925.59,Zomato,2026-08-27 11:29:26
user_003,1783.96,Ola,2026-08-27 11:29:28
user_027,253.74,Flipkart,2026-08-27 11:29:33
user_009,208.1,BookMyShow,2026-08-27 11:30:16
user_039,122.92,Ola,2026-08-27 11:30:23
user_043,1652.6,BookMyShow,2026-08-27 11:30:38
user_029,545.7,Uber,2026-08-27 11:31:04
user_006,586.8,BigBasket,2026-08-27 11:31:11
user_022,363.93,Uber,2026-08-27 11:31:39
user_037,1188.02,Flipkart,2026-08-27 11:31:56
user_043,1418.73,Netflix,2026-08-27 11:32:00
user_019,530.88,Ola,2026-08-27 11:32:29
user_033,435.99,Zomato,2026-08-27 11:32:30
user_024,209.99,Netflix,2026-08-27 11:32:51
user_015,1135.23,Amazon,2026-08-27 11:35:05
user_045,1333.02,BigBasket,2026-08-27 11:35:29
user_018,2384.25,Netflix,2026-08-27 11:35:56
user_036,1845.91,BookMyShow,2026-08-27 11:37:27
user_007,230.84,Myntra,2026-08-27 11:38:07
user_034,860.42,BookMyShow,2026-08-27 11:38:26
user_039,679.25,Amazon,2026-08-27 11:38:59
user_031,848.47,Ola,2026-08-27 11:39:05
user_042,1932.73,Myntra,2026-08-27 11:39:47
user_046,531.48,BigBasket,2026-08-27 11:40:32
user_017,2039.74,Swiggy,2026-08-27 11:42:05
user_029,988.54,Zomato,2026-08-27 11:42:40
user_027,697.72,Zomato,2026-08-27 11:43:27
user_041,472.14,Netflix,2026-08-27 11:43:28
user_038,487.39,Uber,2026-08-27 11:43:48
user_041,1262.21,Amazon,2026-08-27 11:43:55
user_006,579.48,Myntra,2026-08-27 11:43:56
user_001,361.31,Swiggy,2026-08-27 11:44:22
user_030,1157.38,Flipkart,2026-08-27 11:44:40
user_046,1831.32,Flipkart,2026-08-27 11:46:01
user_044,415.79,BookMyShow,2026-08-27 11:46:05
user_022,1724.69,Zomato,2026-08-27 11:46:51
user_010,232.13,BookMyShow,2026-08-27 11:49:58
user_002,163.64,BigBasket,2026-08-27 11:50:05
user_034,1823.32,BookMyShow,2026-08-27 11:50:37
user_050,562.4,BigBasket,2026-08-27 11:51:17
user_025,1893.93,Zomato,2026-08-27 11:51:19
user_016,472.18,Ola,2026-08-27 11:52:02
user_034,170.68,Uber,2026-08-27 11:52:16
user_047,126.85,Netflix,2026-08-27 11:52:25
user_006,329.49,Uber,2026-08-27 11:52:37
user_003,533.69,Uber,2026-08-27 11:52:38
user_026,690.29,Swiggy,2026-08-27 11:52:49
user_015,1599.59,Uber,2026-08-27 11:53:02
user_004,627.64,Myntra,2026-08-27 11:55:00
user_032,475.79,BigBasket,2026-08-27 11:55:43
user_021,562.41,Myntra,2026-08-27 11:56:01
user_046,855.09,Zomato,2026-08-27 11:56:32
user_011,836.19,Uber,2026-08-27 11:58:59
user_042,942.27,Ola,2026-08-27 11:59:04
user_016,172.23,Swiggy,2026-08-27 11:59:12
user_028,998.12,Netflix,2026-08-27 12:00:03
user_034,175.76,Uber,2026-08-27 12:00:28
user_031,1112.7,Flipkart,2026-08-27 12:03:06
user_008,196.69,Uber,2026-08-27 12:03:13
user_007,271.67,BookMyShow,2026-08-27 12:04:13
user_027,1224.46,Zomato,2026-08-27 12:07:01
user_010,443.07,Swiggy,2026-08-27 12:07:13
user_004,133.4,Flipkart,2026-08-27 12:08:20
user_021,67.55,Flipkart,2026-08-27 12:09:19
user_033,148.42,BookMyShow,2026-08-27 12:09:28
user_001,549.04,Zomato,2026-08-27 12:09:42
user_044,552.92,Myntra,2026-08-27 12:09:55
user_007,727.85,Zomato,2026-08-27 12:10:42
user_046,904.0,BigBasket,2026-08-27 12:11:46
user_003,456.48,BigBasket,2026-08-27 12:12:22
user_045,616.75,BookMyShow,2026-08-27 12:12:31
user_024,424.98,Zomato,2026-08-27 12:16:53
user_001,1871.55,Swiggy,2026-08-27 12:16:58
user_032,426.49,Amazon,2026-08-27 12:17:10
user_036,200.16,BookMyShow,2026-08-27 12:17:16
user_025,2428.28,Amazon,2026-08-27 12:18:59
user_043,1092.32,Uber,2026-08-27 12:19:05
user_041,1193.24,BigBasket,2026-08-27 12:19:19
user_017,1225.28,Amazon,2026-08-27 12:19:30
user_008,933.01,BigBasket,2026-08-27 12:20:15
user_010,1186.46,Amazon,2026-08-27 12:20:26
user_038,1189.96,Amazon,2026-08-27 12:23:28
user_049,307.34,Swiggy,2026-08-27 12:23:34
user_036,1776.06,Netflix,2026-08-27 12:23:37
user_006,420.23,Swiggy,2026-08-27 12:23:39
user_042,257.16,Amazon,2026-08-27 12:24:15
user_048,260.35,Swiggy,2026-08-27 12:27:31
user_026,388.72,Netflix,2026-08-27 12:27:43
user_028,420.87,Swiggy,2026-08-27 12:27:55
user_034,1990.65,Ola,2026-08-27 12:28:03
user_008,1140.56,Zomato,2026-08-27 12:31:12
user_006,423.21,Netflix,2026-08-27 12:31:16
user_016,672.03,Zomato,2026-08-27 12:31:29
user_032,365.49,Swiggy,2026-08-27 12:32:19
user_023,220.66,BigBasket,2026-08-27 12:33:15
user_038,1059.34,Ola,2026-08-27 12:33:27
user_029,974.15,Myntra,2026-08-27 12:33:53
user_039,884.28,Netflix,2026-08-27 12:36:39
user_009,228.69,Flipkart,2026-08-27 12:38:33
user_029,1412.01,Zomato,2026-08-27 12:39:03
user_038,1434.05,BookMyShow,2026-08-27 12:39:14
user_039,168.91,Uber,2026-08-27 12:39:36
user_046,383.7,BigBasket,2026-08-27 12:39:38
user_014,494.53,Swiggy,2026-08-27 12:40:24
user_006,189.12,Flipkart,2026-08-27 12:40:38
user_005,542.39,Uber,2026-08-27 12:40:56
user_038,728.2,Flipkart,2026-08-27 12:42:36
user_049,556.74,BookMyShow,2026-08-27 12:43:16
user_026,1074.78,Ola,2026-08-27 12:43:30
user_014,88.99,Netflix,2026-08-27 12:43:43
user_025,252.21,Swiggy,2026-08-27 12:43:45
user_023,286.9,BigBasket,2026-08-27 12:43:52
user_015,552.91,Zomato,2026-08-27 12:43:54
user_041,313.48,BigBasket,2026-08-27 12:44:06
user_048,787.16,Amazon,2026-08-27 12:44:13
user_014,335.44,Flipkart,2026-08-27 12:44:33
user_011,961.44,Netflix,2026-08-27 12:45:01
user_003,243.72,BookMyShow,2026-08-27 12:45:29
user_012,869.43,Zomato,2026-08-27 12:46:13
user_049,409.11,Swiggy,2026-08-27 12:47:02
user_022,157.53,BookMyShow,2026-08-27 12:48:30
user_027,108.45,BigBasket,2026-08-27 12:50:33
user_049,525.6,Swiggy,2026-08-27 12:50:45
user_033,661.97,Myntra,2026-08-27 12:51:57
user_034,61.74,BookMyShow,2026-08-27 12:52:15
user_021,161.72,BookMyShow,2026-08-27 12:52:45
user_010,1461.37,Amazon,2026-08-27 12:52:50
user_009,430.17,Netflix,2026-08-27 12:53:39
user_013,921.92,BigBasket,2026-08-27 12:53:41
user_017,969.57,Swiggy,2026-08-27 12:53:49
user_035,397.43,Amazon,2026-08-27 12:54:49
user_046,5444.09,BookMyShow,2026-08-27 12:55:25
user_019,710.9,Uber,2026-08-27 12:56:09
user_025,172.16,BookMyShow,2026-08-27 12:56:41
user_050,445.39,Ola,2026-08-27 12:58:03
user_033,710.07,Ola,2026-08-27 12:58:13
user_026,211.66,BookMyShow,2026-08-27 12:58:42
user_039,1598.04,Swiggy,2026-08-27 12:58:55
user_024,1081.6,BookMyShow,2026-08-27 12:59:26
user_001,565.91,Swiggy,2026-08-27 13:01:14
user_038,810.31,Zomato,2026-08-27 13:02:18
user_034,942.38,Netflix,2026-08-27 13:05:48
user_018,305.36,Flipkart,2026-08-27 13:06:04
user_032,693.29,Netflix,2026-08-27 13:06:17
user_027,834.56,Zomato,2026-08-27 13:06:58
user_018,379.59,Flipkart,2026-08-27 13:07:49
user_022,650.56,Zomato,2026-08-27 13:08:40
user_013,484.18,BigBasket,2026-08-27 13:08:56
user_008,236.67,Uber,2026-08-27 13:09:03
user_017,173.86,BigBasket,2026-08-27 13:09:13
user_009,669.38,BigBasket,2026-08-27 13:09:53
user_048,807.81,BookMyShow,2026-08-27 13:11:35
user_027,199.99,Uber,2026-08-27 13:11:36
user_045,1752.97,BookMyShow,2026-08-27 13:12:06
user_002,1212.04,Amazon,2026-08-27 13:12:56
user_027,1095.22,Swiggy,2026-08-27 13:13:33
user_002,1731.67,BigBasket,2026-08-27 13:13:59
user_014,1487.03,Flipkart,2026-08-27 13:16:16
user_048,468.66,Uber,2026-08-27 13:17:53
user_024,1248.1,Ola,2026-08-27 13:18:29
user_006,323.05,Flipkart,2026-08-27 13:18:45
user_009,141.53,BookMyShow,2026-08-27 13:19:09
user_020,498.59,Zomato,2026-08-27 13:20:55
user_013,269.7,Myntra,2026-08-27 13:21:44
user_010,772.79,Swiggy,2026-08-27 13:21:52
user_019,737.72,BookMyShow,2026-08-27 13:22:06
user_034,2919.2,BigBasket,2026-08-27 13:24:20
user_002,1669.41,Netflix,2026-08-27 13:24:50
user_033,331.81,Flipkart,2026-08-27 13:25:07
user_007,906.91,Zomato,2026-08-27 13:25:19
user_016,625.85,Uber,2026-08-27 13:26:10
user_006,576.47,BookMyShow,2026-08-27 13:27:39
user_033,1001.63,Zomato,2026-08-27 13:29:03
user_041,643.44,Ola,2026-08-27 13:29:10
user_036,575.23,Zomato,2026-08-27 13:29:12
user_022,190.26,Uber,2026-08-27 13:31:55
user_036,1530.38,Uber,2026-08-27 13:33:26
user_037,794.83,Swiggy,2026-08-27 13:33:46
user_049,897.84,Myntra,2026-08-27 13:34:43
user_010,343.59,Swiggy,2026-08-27 13:35:40
user_036,707.42,Uber,2026-08-27 13:35:51
user_001,1972.54,Myntra,2026-08-27 13:36:31
user_011,538.23,BookMyShow,2026-08-27 13:37:17
user_047,703.12,Uber,2026-08-27 13:38:11
user_016,258.13,Amazon,2026-08-27 13:39:22
user_042,1031.62,BigBasket,2026-08-27 13:41:20
user_020,774.18,Netflix,2026-08-27 13:41:41
user_038,1957.07,Zomato,2026-08-27 13:41:52
user_049,854.36,Swiggy,2026-08-27 13:42:41
user_030,409.14,Myntra,2026-08-27 13:43:29
user_040,1426.18,Flipkart,2026-08-27 13:45:03
user_017,1107.52,Netflix,2026-08-27 13:45:54
user_018,1138.96,Myntra,2026-08-27 13:46:12
user_015,352.06,Flipkart,2026-08-27 13:46:37
user_029,614.67,Zomato,2026-08-27 13:46:46
user_004,401.53,BigBasket,2026-08-27 13:48:14
user_012,773.0,Flipkart,2026-08-27 13:48:42
user_008,234.55,Netflix,2026-08-27 13:48:44
user_018,963.24,Zomato,2026-08-27 13:49:52
user_008,1307.64,BigBasket,2026-08-27 13:51:17
user_019,571.09,BigBasket,2026-08-27 13:51:21
user_048,851.26,BookMyShow,2026-08-27 13:51:26
user_007,1237.53,Myntra,2026-08-27 13:51:39
user_015,624.88,Flipkart,2026-08-27 13:51:47
user_047,210.08,Uber,2026-08-27 13:52:28
user_038,403.95,Swiggy,2026-08-27 13:52:36
user_043,1372.34,Swiggy,2026-08-27 13:53:21
user_027,1981.69,BigBasket,2026-08-27 13:53:45
user_044,443.65,Swiggy,2026-08-27 13:56:11
user_016,648.76,Myntra,2026-08-27 13:56:21
user_006,430.36,Netflix,2026-08-27 13:56:26
user_013,2501.25,Swiggy,2026-08-27 13:56:30
user_005,862.81,Flipkart,2026-08-27 13:57:20
user_001,899.73,BigBasket,2026-08-27 13:58:15
user_003,658.79,Amazon,2026-08-27 13:59:21
user_036,823.5,Uber,2026-08-27 13:59:52
user_007,28.43,Swiggy,2026-08-27 14:00:00
user_007,30.85,Flipkart,2026-08-27 14:00:04
user_007,28.91,Uber,2026-08-27 14:00:08
user_007,47.45,Zomato,2026-08-27 14:00:12
user_007,35.17,Amazon,2026-08-27 14:00:16
user_007,39.79,Myntra,2026-08-27 14:00:20
user_007,30.84,Uber,2026-08-27 14:00:24
user_007,29.25,Uber,2026-08-27 14:00:28
user_007,17.95,Amazon,2026-08-27 14:00:32
user_007,44.55,Flipkart,2026-08-27 14:00:36
user_007,48.93,Flipkart,2026-08-27 14:00:40
user_007,35.32,BookMyShow,2026-08-27 14:00:44
user_007,10.6,Uber,2026-08-27 14:00:48
user_007,33.39,Netflix,2026-08-27 14:00:52
user_007,41.57,Amazon,2026-08-27 14:00:56
user_007,48.75,Ola,2026-08-27 14:01:00
user_007,41.34,BigBasket,2026-08-27 14:01:04
user_007,37.54,Zomato,2026-08-27 14:01:08
user_007,24.86,Swiggy,2026-08-27 14:01:12
user_007,19.95,BigBasket,2026-08-27 14:01:16
user_007,13.66,Ola,2026-08-27 14:01:20
user_007,23.54,Amazon,2026-08-27 14:01:24
user_007,12.39,Zomato,2026-08-27 14:01:28
user_007,38.05,Swiggy,2026-08-27 14:01:32
user_023,857.22,Netflix,2026-08-27 14:01:36
user_007,15.03,Flipkart,2026-08-27 14:01:36
user_048,1485.54,Amazon,2026-08-27 14:01:38
user_027,599.69,BigBasket,2026-08-27 14:04:02
user_027,731.68,Swiggy,2026-08-27 14:05:20
user_039,588.11,Myntra,2026-08-27 14:05:21
user_028,678.34,BookMyShow,2026-08-27 14:05:27
user_043,1986.21,BookMyShow,2026-08-27 14:05:40
user_006,273.74,Swiggy,2026-08-27 14:05:51
user_014,2393.54,Amazon,2026-08-27 14:06:07
user_035,766.63,BigBasket,2026-08-27 14:06:13
user_032,657.05,Uber,2026-08-27 14:06:28
user_030,1313.77,Swiggy,2026-08-27 14:07:29
user_037,183.71,Ola,2026-08-27 14:10:25
user_027,907.68,Myntra,2026-08-27 14:11:11
user_042,320.42,BigBasket,2026-08-27 14:12:06
user_032,491.24,Ola,2026-08-27 14:12:38
user_016,333.27,Uber,2026-08-27 14:12:57
user_022,580.34,Ola,2026-08-27 14:13:50
user_018,916.17,Netflix,2026-08-27 14:14:15
user_030,3074.06,Amazon,2026-08-27 14:14:54
user_036,24.18,BookMyShow,2026-08-27 14:15:09
user_030,940.97,Myntra,2026-08-27 14:15:58
user_001,434.11,Uber,2026-08-27 14:16:04
user_018,1245.31,BigBasket,2026-08-27 14:18:47
user_007,502.09,BookMyShow,2026-08-27 14:19:02
user_044,711.64,Uber,2026-08-27 14:19:52
user_029,642.73,Myntra,2026-08-27 14:21:53
user_015,1593.58,Flipkart,2026-08-27 14:21:53
user_037,1538.11,Ola,2026-08-27 14:22:06
user_004,475.14,Amazon,2026-08-27 14:22:40
user_027,293.59,Zomato,2026-08-27 14:23:44
user_038,1406.37,BigBasket,2026-08-27 14:24:36
user_023,494.75,Netflix,2026-08-27 14:24:44
user_034,1495.14,BigBasket,2026-08-27 14:25:21
user_037,350.68,BigBasket,2026-08-27 14:25:48
user_013,676.43,Zomato,2026-08-27 14:26:41
user_044,1029.22,Netflix,2026-08-27 14:26:43
user_037,135.7,Myntra,2026-08-27 14:27:21
user_017,1604.61,Ola,2026-08-27 14:28:29
user_049,285.43,Flipkart,2026-08-27 14:28:55
user_015,2704.11,Swiggy,2026-08-27 14:29:10
user_041,461.78,BookMyShow,2026-08-27 14:29:46
user_015,1051.09,Swiggy,2026-08-27 14:29:55
user_044,445.43,Amazon,2026-08-27 14:31:27
user_008,998.55,Myntra,2026-08-27 14:34:16
user_033,579.4,Flipkart,2026-08-27 14:38:00
user_024,141.73,Swiggy,2026-08-27 14:38:07
user_043,279.38,BigBasket,2026-08-27 14:38:09
user_022,1796.34,BigBasket,2026-08-27 14:38:10
user_015,730.59,Zomato,2026-08-27 14:38:28
user_017,225.65,Ola,2026-08-27 14:39:12
user_033,205.3,Flipkart,2026-08-27 14:39:25
user_048,968.74,Myntra,2026-08-27 14:39:34
user_043,129.92,Swiggy,2026-08-27 14:43:05
user_011,676.6,BookMyShow,2026-08-27 14:43:38
user_010,374.62,Zomato,2026-08-27 14:43:45
user_033,348.27,Myntra,2026-08-27 14:43:55
user_021,294.23,Zomato,2026-08-27 14:44:04
user_008,232.0,Swiggy,2026-08-27 14:44:18
user_019,519.25,Myntra,2026-08-27 14:45:06
user_039,2181.35,Flipkart,2026-08-27 14:45:58
user_036,801.34,BigBasket,2026-08-27 14:47:41
user_009,109.52,BigBasket,2026-08-27 14:47:49
user_005,313.76,Myntra,2026-08-27 14:48:09
user_009,864.11,Amazon,2026-08-27 14:48:12
user_018,268.5,Amazon,2026-08-27 14:48:46
user_012,77.93,Myntra,2026-08-27 14:49:49
user_045,666.5,Amazon,2026-08-27 14:51:08
user_017,605.29,Zomato,2026-08-27 14:51:33
user_037,1139.33,Ola,2026-08-27 14:51:59
user_014,124.94,Ola,2026-08-27 14:52:14
user_010,365.87,BookMyShow,2026-08-27 14:52:54
user_020,706.69,Zomato,2026-08-27 14:53:49
user_005,1081.56,Uber,2026-08-27 14:54:52
user_041,1125.34,BookMyShow,2026-08-27 14:55:19
user_042,580.62,Flipkart,2026-08-27 14:55:19
user_023,697.08,BookMyShow,2026-08-27 14:57:12
user_048,730.74,Swiggy,2026-08-27 14:57:45
user_022,336.99,Swiggy,2026-08-27 14:59:02
user_010,375.07,Swiggy,2026-08-27 14:59:04
user_033,1351.85,Uber,2026-08-27 14:59:27
user_022,343.73,Netflix,2026-08-27 15:00:32
user_031,2212.62,BigBasket,2026-08-27 15:01:19
user_045,1366.75,Ola,2026-08-27 15:01:37
user_009,766.94,BigBasket,2026-08-27 15:01:46
user_006,373.55,Flipkart,2026-08-27 15:03:18
user_043,120.46,BookMyShow,2026-08-27 15:03:22
